# Rime user dictionary
#@/db_name	terra_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.3.1
#@/tick	1776
#@/user_id	10eb7508-e167-4823-8968-7521df318d50
zhuan3 xiang4 	轉向	c=3 d=2.16262 t=144
zhui1 	隹	c=3 d=2.97025 t=979
zhuo1 mian4 	桌面	c=1 d=1 t=508
zi1 ben3 shi4 chang2 	資本市場	c=1 d=1 t=195
zi1 shi4 	姿勢	c=1 d=1 t=1464
zi4 	字	c=1 d=1 t=1768
zi4 dong4 	自動	c=2 d=1.96079 t=770
zi4 fu2 	字符	c=1 d=1 t=886
zi4 ji3 	自己	c=1 d=1 t=1723
zi4 mu4 	字幕	c=3 d=1.01219 t=1773
zi4 mu4 zu3 	字幕組	c=1 d=1 t=382
zi4 xin4 	自信	c=1 d=1 t=1434
zi4 you2 	自由	c=1 d=1 t=1765
zong4 lun4 	縱論	c=1 d=1 t=93
zou3 	走	c=2 d=1.00647 t=1711
zui4 	最	c=1 d=1 t=787
zui4 hao3 	最好	c=1 d=1 t=241
zui4 hou4 	最後	c=2 d=1.14081 t=1719
zui4 hou4 bu4 shi4 ni3 	最後不是你	c=1 d=1 t=1715
zui4 xin1 ban3 	最新版	c=1 d=1 t=647
zuo4 bi4 	作弊	c=1 d=1 t=1251
zuo4 le5 	做了	c=1 d=1 t=776
zuo4 zhe3 	作者	c=1 d=1 t=903
